"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"79FQDIWA","conferencePaper","2025","Huang, Zijie; Cai, Lizhi; Mao, Xuan; Yangt, Kang","Towards Early Warning and Migration of High-Risk Dormant Open-Source Software Dependencies","Proceedings of the IEEE/ACM 47th International Conference on Software Engineering: New Ideas and Emerging Results","979-8-3315-3711-1","","10.1109/ICSE-NIER66352.2025.00030","https://doi.org/10.1109/ICSE-NIER66352.2025.00030","Dormant open-source software (OSS) dependencies are no longer maintained or actively developed, their related code components are more vulnerable and error-prone since they can hardly keep up with evolving software dependents. Presently, their migration remains costly and challenging for practitioners. To tackle such a challenge, we intend to characterize, predict, and automatically migrate high-risk dormant OSS dependencies. Our pilot study of 4,945 Maven dependencies reveals over half of them are dormant, and 12.15% pose a high security risk. These high-risk dependencies can be predicted early based on their version release and usage characteristics. They are rarely migrated by developers, and simple one-to-one API migrations can be achieved with little context using Large Language Models (LLMs). Future research will be conducted on a more complete dataset, incorporate socio-technical features for improved high-risk prediction, and fine-tune a migration code generator.","2025","2025-11-25 22:29:41","2025-11-25 22:29:41","","121–125","","","","","","","ICSE-NIER '25","","","","IEEE Press","Ottawa, Ontario, Canada","","","","","","","","","","","","empirical software engineering; dependency migration; open source sustainability; supply chain security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NU7LFTGD","journalArticle","2025","Li, Jiawei; Gao, Yang; Yang, Yizhe; Bai, Yu; Zhou, Xiaofeng; Li, Yinghao; Sun, Huashan; Liu, Yuhang; Si, Xingpeng; Ye, Yuhao; Wu, Yixiao; Lin, Yiguan; Xu, Bin; Ren, Bowen; Feng, Chong; Huang, Heyan","Fundamental Capabilities and Applications of Large Language Models: A Survey","ACM Comput. Surv.","","0360-0300","10.1145/3735632","https://doi.org/10.1145/3735632","Large Language Models (LLMs) have demonstrated remarkable effectiveness across various domain-specific applications. However, which fundamental capabilities most contribute to their success in different domains remains unclear. This uncertainty complicates LLM evaluation, as existing benchmark-based assessments often fail to capture their real-world performance, where the required capabilities may differ from those measured in the benchmarks. In this survey, we provide a systematic introduction to LLMs’ fundamental capabilities, encompassing their definitions, formation mechanisms, and practical applications. We further explore the relationships among these capabilities and discuss how they collectively support complex problem-solving in domain-specific applications. Building on this foundation, we review recent advances in LLM-driven applications across nine specific domains: medicine, law, computational biology, finance, social sciences and psychology, computer programming and software engineering, robots and agents, AI for disciplines, and creative work. We analyze how specific capabilities are leveraged for each domain to address unique requirements. This perspective enables us to establish connections between these capabilities and domain requirements, and to evaluate the varying importance of different capabilities across different domains. Based on these insights, we propose evaluation strategies tailored to the essential capabilities required in each domain, offering practical guidance for selecting suitable backbone LLMs in real-world applications.","2025-09","2025-11-25 22:29:41","2025-11-25 22:29:41","","","","2","58","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","Large language model; applications; fundamental capabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCRY7CGP","journalArticle","2025","Chen, Daihang; Liu, Yonghui; Zhou, Mingyi; Zhao, Yanjie; Wang, Haoyu; Wang, Shuai; Chen, Xiao; Bissyandé, Tegawendé F.; Klein, Jacques; Li, Li","LLM for Mobile: An Initial Roadmap","ACM Trans. Softw. Eng. Methodol.","","1049-331X","10.1145/3708528","https://doi.org/10.1145/3708528","When mobile meets LLMs, mobile app users deserve to have more intelligent usage experiences. For this to happen, we argue that there is a strong need to apply LLMs for the mobile ecosystem. We therefore provide a research roadmap for guiding our fellow researchers to achieve that as a whole. In this roadmap, we sum up six directions that we believe are urgently required for research to enable native intelligence in mobile devices. In each direction, we further summarize the current research progress and the gaps that still need to be filled by our fellow researchers.","2025-05","2025-11-25 22:29:41","2025-11-25 22:29:41","","","","5","34","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","LLM; Security; Mobile; On-device model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VPRT6PG","conferencePaper","2024","Silva, Luciana Lourdes; Silva, Janio Rosa da; Montandon, Joao Eduardo; Andrade, Marcus; Valente, Marco Tulio","Detecting Code Smells using ChatGPT: Initial Insights","Proceedings of the 18th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","979-8-4007-1047-6","","10.1145/3674805.3690742","https://doi.org/10.1145/3674805.3690742","This paper presents initial insights into the effectiveness of ChatGPT in detecting code smells in Java projects. We utilize a large dataset comprising four code smells—Blob, Data Class, Feature Envy, and Long Method—classified into three severity levels. To assess ChatGPT’s proficiency, we employ two different prompts: (i) a generic prompt and (ii) a prompt specifying the smells selected for our research. We evaluate ChatGPT’s abilities using metrics such as precision, recall, and F-measure. Our results reveal that the odds of ChatGPT providing a correct outcome with a specific prompt are 2.54 times higher compared to a generic one. Furthermore, ChatGPT is more effective at detecting smells with critical severity (F-measure = 0.52) than those with minor severity (F-measure = 0.43). Finally, we discuss the implications of our findings and suggest future research directions for leveraging large language models to detect code smells.","2024","2025-11-25 22:29:41","2025-11-25 22:29:41","","400–406","","","","","","","ESEM '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Barcelona, Spain","","","","ChatGPT; Large Language Models; Software Quality; Bad Smells; Code Smells; Refactoring Opportunities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XF478D3","conferencePaper","2025","Sheng, Junjie; Lin, Yanqiu; Wu, Jiehao; Huang, Yanhong; Shi, Jianqi; Zhang, Min; Wang, Xiangfeng","SolSearch: An LLM-Driven Framework for Efficient SAT-Solving Code Generation","Proceedings of the IEEE/ACM 47th International Conference on Software Engineering: New Ideas and Emerging Results","979-8-3315-3711-1","","10.1109/ICSE-NIER66352.2025.00007","https://doi.org/10.1109/ICSE-NIER66352.2025.00007","The Satisfiability (SAT) problem is a core challenge with significant applications in software engineering, including automated testing, configuration management, and program verification. This paper presents SolSearch, a novel framework that harnesses large language models (LLMs) to discover and optimize SAT-solving strategies automatically. Leveraging a curriculum-based, trial-and-error process, SolSearch enables the LLM to iteratively modify and generate SAT solver code, thereby improving solving efficiency and performance. This automated SAT-solving paradigm has the advantage of being plug-and-play, allowing integration with any SAT solver and accelerating the development or design process of new SAT solvers (new methods). Our preliminary experimental results are encouraging by demonstrating that the LLM-powered paradigm improves state-of-the-art SAT solvers on general SAT benchmarks and significantly enhances the performance of the widely used Z3 solver (11% on PAR-2 score). These results highlight the potential for using LLM-driven methods to advance solver adaptability and effectiveness in real-world software engineering challenges. Future research directions are discussed to further refine and validate this approach, offering a promising avenue for integrating AI with traditional software engineering tasks.","2025","2025-11-25 22:29:41","2025-11-25 22:29:41","","6–10","","","","","","","ICSE-NIER '25","","","","IEEE Press","Ottawa, Ontario, Canada","","","","","","","","","","","","code generation; heuristic method; large language models (LLM); SAT solver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KYHA7LF8","journalArticle","2024","Wang, Wei; Ning, Huilong; Zhang, Gaowei; Liu, Libo; Wang, Yi","Rocks Coding, Not Development: A Human-Centric, Experimental Evaluation of LLM-Supported SE Tasks","Proc. ACM Softw. Eng.","","","10.1145/3643758","https://doi.org/10.1145/3643758","Recently, large language models (LLM) based generative AI has been gaining momentum for their impressive high-quality performances in multiple domains, particularly after the release of the ChatGPT. Many believe that they have the potential to perform general-purpose problem-solving in software development and replace human software developers. Nevertheless, there are in a lack of serious investigation into the capability of these LLM techniques in fulfilling software development tasks. In a controlled 2 × 2 between-subject experiment with 109 participants, we examined whether and to what degree working with ChatGPT was helpful in the coding task and typical software development task and how people work with ChatGPT. We found that while ChatGPT performed well in solving simple coding problems, its performance in supporting typical software development tasks was not that good. We also observed the interactions between participants and ChatGPT and found the relations between the interactions and the outcomes. Our study thus provides first-hand insights into using ChatGPT to fulfill software engineering tasks with real-world developers and motivates the need for novel interaction mechanisms that help developers effectively work with large language models to achieve desired outcomes.","2024-07","2025-11-25 22:29:41","2025-11-25 22:29:41","","","","FSE","1","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","controlled experiment; human-AI collaboration; large langauge models; software development task","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNMEV3TW","conferencePaper","2025","Ke, Kaiyao","NIODebugger: A Novel Approach to Repair Non-Idempotent-Outcome Tests with LLM-Based Agent","Proceedings of the IEEE/ACM 47th International Conference on Software Engineering","979-8-3315-0569-1","","10.1109/ICSE55347.2025.00226","https://doi.org/10.1109/ICSE55347.2025.00226","Flaky tests, characterized by inconsistent results across repeated executions, present significant challenges in software testing, especially during regression testing. Recently, there has been emerging research interest in non-idempotent-outcome (NIO) flaky tests—tests that pass on the initial run but fail on subsequent executions within the same environment. Despite progress in utilizing Large Language Models (LLMs) to address flaky tests, existing methods have not tackled NIO flaky tests. The limited context window of LLMs restricts their ability to incorporate relevant source code beyond the test method itself, often overlooking crucial information needed to address state pollution, which is the root cause of NIO flakiness.This paper introduces NIODebugger, the first framework to utilize an LLM-based agent to repair flaky tests. NIODebugger features a three-phase design: detection, exploration, and fixing. In the detection phase, dynamic analysis collects stack traces and custom test execution logs from multiple test runs, which helps in understanding accumulative state pollution. During the exploration phase, the LLM-based agent provides instructions for extracting relevant source code associated with test flakiness. In the fixing phase, NIODebugger repairs the tests using the information gathered from the previous phases. NIODebugger can be integrated with multiple LLMs, achieving patching success rates ranging from 11.63% to 58.72%. Its best-performing variant, NIODebugger-GPT-4, successfully generated correct patches for 101 out of 172 previously unknown NIO tests across 20 large-scale open-source projects. We submitted pull requests for all generated patches; 58 have been merged, only 1 was rejected, and the remaining 42 are pending. The Java implementation of NIODebugger is provided as a Maven plugin accessible at https://github.com/kaiyaok2/NIOInspector.","2025","2025-11-25 22:29:41","2025-11-25 22:47:46","","1014–1025","","","","","","","ICSE '25","","","","IEEE Press","Ottawa, Ontario, Canada","","","","","","","","","","","","Large language models; software testing; Software testing; Java; Software engineering; Source coding; flaky tests; Maintenance engineering; Distance measurement; Feature extraction; llm-based agent; Pollution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LA974EVY","conferencePaper","2024","Hamza, Muhammad; Siemon, Dominik; Akbar, Muhammad Azeem; Rahman, Tahsinur","Human-AI Collaboration in Software Engineering: Lessons Learned from a Hands-On Workshop","Proceedings of the 7th ACM/IEEE International Workshop on Software-Intensive Business","979-8-4007-0571-7","","10.1145/3643690.3648236","https://doi.org/10.1145/3643690.3648236","This paper investigates the dynamics of human-AI collaboration in software engineering, focusing on the use of ChatGPT. Through a thematic analysis of a hands-on workshop in which 22 professional software engineers collaborated for three hours with ChatGPT, we explore the transition of AI from a mere tool to a collaborative partner. The study identifies key themes such as the evolving nature of human-AI interaction, the capabilities of AI in software engineering tasks, and the challenges and limitations of integrating AI in this domain. The findings show that while AI, particularly ChatGPT, improves the efficiency of code generation and optimization, human oversight remains crucial, especially in areas requiring complex problem-solving and security considerations. This research contributes to the theoretical understanding of human-AI collaboration in software engineering and provides practical insights for effectively integrating AI tools into development processes. It highlights the need for clear role allocation, effective communication, and balanced AI-human collaboration to realize the full potential of AI in software engineering.","2024","2025-11-25 22:29:41","2025-11-25 22:47:26","","7–14","","","","","","","IWSiB '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Lisbon, Portugal","","","","Software; Chatbots; ChatGPT; Resource management; generative AI; Generative AI; Conferences; Software Engineering; software engineering; Security; empirical investigation; workshop; Collaboration; Problem-solving; Empirical Investigation; Workshop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLAZPUTT","conferencePaper","2024","Aslan Oğuz, Evin; Kuester, Jochen Malte","A Comparative Analysis of ChatGPT-Generated and Human-Written Use Case Descriptions","Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems","979-8-4007-0622-6","","10.1145/3652620.3687800","https://doi.org/10.1145/3652620.3687800","The development of comprehensive use case descriptions is a critical task in software engineering, providing essential insights for requirement analysis and system design. The advent of advanced natural language processing models, such as ChatGPT, has sparked interest in their potential to automate tasks traditionally performed by humans, including the generation of use case descriptions in software engineering. Understanding the capabilities and limitations of ChatGPT in generating use case descriptions is crucial for software engineers. Without a clear understanding of its performance, practitioners may either overestimate its utility, leading to reliance on suboptimal drafts, or underestimate its capabilities, missing opportunities to streamline the drafting process. This paper addresses how well ChatGPT performs in generating use case descriptions, evaluating their quality compared to human-written descriptions. To do so, we employ a structured approach using established quality guidelines and the concept of ""bad smells"" for use case descriptions. Our study presents the first attempt to bridge the knowledge gap by offering a comparative analysis of ChatGPT-generated and human-written use case descriptions. By providing an approach to objectively assess ChatGPT's performance, we highlight its potential and limitations, offering software engineers insights to effectively integrate AI tools into their workflows.","2024","2025-11-25 22:29:41","2025-11-25 22:29:41","","533–540","","","","","","","MODELS Companion '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Linz, Austria","","","","ChatGPT; requirements engineering; quality; use case description","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKUW2VHR","conferencePaper","2024","Chen, Xi; Liang, Jingsai","Pair Programming with ChatGPT","Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2","979-8-4007-0424-6","","10.1145/3626253.3635600","https://doi.org/10.1145/3626253.3635600","This poster explores the potential of ChatGPT to replace the traditional approach of pair programming in introductory computer science courses. Traditionally, two students collaborate as a driver and a navigator, periodically switching roles. Now, a student can pair up with ChatGPT, which offers an innovative approach to pair programming. This exploratory activity, which emphasizes collaboration and communication, provides step-by-step instructions for effectively interacting with ChatGPT during pair programming.This poster reflects on the advantages and limitations of using ChatGPT in pair programming. The main advantages of using ChatGPT include rapid responses, syntax error-free code generation, and flexibility in handling incomplete pseudocode. The primary limitations include the coding generation style, redundancy in responses, and challenges in understanding the code. Despite the advantages, it may still be valuable to have students work with human partners in certain situations, particularly for learning purposes.This poster proposes that ChatGPT is an invaluable tool for enhancing productivity and emphasizes the importance of becoming proficient in its use during students' college years. It also provides insights into the effective utilization of ChatGPT in pair programming and its preparation for future careers in programming and related fields.","2024","2025-11-25 22:29:41","2025-11-25 22:29:41","","1600–1601","","","","","","","SIGCSE 2024","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Portland, OR, USA","","","","chatgpt; pair programming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6KPFSCY","book","2024","","AST '24: Proceedings of the 5th ACM/IEEE International Conference on Automation of Software Test (AST 2024)","","979-8-4007-0588-5","","","","AST continues to be a venue for researchers and practitioners where they can discuss high quality research contributions on methods for software test automation, and various case studies reporting practices in this field. Indeed, software test automation is a discipline that has produced noteworthy research in the last decade.The special theme of AST 2024 is ""Test automation for and with Generative AI"". This innovative and promising research direction deals with the application of test automation technologies to the testing of Generative AI applications, as well as the adoption of generative AI to facilitate test automation.","2024","2025-11-25 22:29:41","2025-11-25 22:29:41","","","","","","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCCAG9ES","conferencePaper","2025","Wang, Lihua; Sun, Jiamou; Jiang, Jiaojiao; Kanhere, Salil S.; Xing, Zhenchang; Jha, Sanjay","Vulnerability Aspects Extraction and Discrepancies Detection across Heterogeneous Threat Intelligence","Proceedings of the Workshop on Privacy in Large Language Models (LLM) and Natural Language Processing (NLP) 2025","979-8-4007-1415-3","","10.1145/3709018.3736330","https://doi.org/10.1145/3709018.3736330","Accurate documentation of security vulnerabilities is essential for effective vulnerability management. However, inconsistencies and discrepancies in aspect-level information across major vulnerability databases like NVD, IBM X-Force, ExploitDB, and Openwall present significant challenges. These challenges arise due to the heterogeneous and unstructured nature of the databases, variations in terminology, differing levels of detail, and the presence of conflicting or incomplete information, which complicate automated extraction and comparison of critical vulnerability aspects. To address these issues, we leveraged large language models (LLMs), specifically GPT-3.5 and GPT-4, to improve the accuracy of extracting seven key vulnerability aspects from 2,000 vulnerability reports and detect semantic discrepancies across diverse databases. Unlike previous traditional NLP models, such as BERT, which struggle with less structured data, LLMs offer a more advanced approach to vulnerability information analysis. Experimental results demonstrate GPT-4’s exceptional performance: an average F1-score of 0.96 in aspect extraction, outperforming the BertGeneration model by up to 26% on less structured databases like Openwall. In semantic similarity analysis, few-shot GPT-4 achieved up to 93% accuracy, significantly surpassing traditional methods like Word Mover’s Distance and Siamese networks. These findings demonstrate the effectiveness of LLMs in extracting vulnerability information and detecting discrepancies, contributing to more robust cybersecurity defences and efficient vulnerability management practices.","2025","2025-11-25 22:29:41","2025-11-25 22:29:41","","13–24","","","","","","","LM-SHIELD '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Large Language Model; Vulnerability aspects extraction; Vulnerability discrepancy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CGQ3ZIKB","journalArticle","2025","Tu, Zhi; Niu, Liangkun; Fan, Wei; Zhang, Tianyi","Multi-modal Traffic Scenario Generation for Autonomous Driving System Testing","Proc. ACM Softw. Eng.","","","10.1145/3729348","https://doi.org/10.1145/3729348","Autonomous driving systems (ADS) require extensive testing and validation before deployment. However, it is tedious and time-consuming to construct traffic scenarios for ADS testing. In this paper, we propose TrafficComposer, a multi-modal traffic scenario construction approach for ADS testing. TrafficComposer takes as input a natural language (NL) description of a desired traffic scenario and a complementary traffic scene image. Then, it generates the corresponding traffic scenario in a simulator, such as CARLA and LGSVL. Specifically, TrafficComposer integrates high-level dynamic information about the traffic scenario from the NL description and intricate details about the surrounding vehicles, pedestrians, and the road network from the image. The information from the two modalities is complementary to each other and helps generate high-quality traffic scenarios for ADS testing. On a benchmark of 120 traffic scenarios, TrafficComposer achieves 97.0% accuracy, outperforming the best-performing baseline by 7.3%. Both direct testing and fuzz testing experiments on six ADSs prove the bug detection capabilities of the traffic scenarios generated by TrafficComposer. These scenarios can directly discover 37 bugs and help two fuzzing methods find 33%–124% more bugs serving as initial seeds.","2025-06","2025-11-25 22:29:42","2025-11-25 22:29:42","","","","FSE","2","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","Software Testing; Autonomous Driving System; Traffic Scenario Generation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QPK45DZM","conferencePaper","2024","Eskandani, Nafise; Salvaneschi, Guido","Towards AI for Software Systems","Proceedings of the 1st ACM International Conference on AI-Powered Software","979-8-4007-0685-1","","10.1145/3664646.3664767","https://doi.org/10.1145/3664646.3664767","Generative Artificial Intelligence (GenAI) is being adopted for a number of Software Engineering activities, mostly centering around coding, such as code generation, code comprehension, code reviews, test generation, and bug fixing. Other phases in the Software Engineering process have been less explored. In this paper, we argue that more investigation is needed on the support that GenAI can provide to the design, and operation of software systems, i.e., a number of crucial activities, beyond coding, that are necessary to successfully deliver and maintain software services. These include reasoning about architectural choices and dealing with third-party platforms. We discuss crucial aspects of AI for software systems. taking as a use case Function as a Service (FaaS).We present several challenges, including cold start delays, stateless functions, debugging complexities, and vendor lock-in and explore the potential of GenAI tools to mitigate FaaS challenges. Finally, we outline future research into the application of GenAI tools for the development and deployment of software systems.","2024","2025-11-25 22:29:42","2025-11-25 22:29:42","","79–84","","","","","","","AIware 2024","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Porto de Galinhas, Brazil","","","","Generative AI; FaaS; Serverless Computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTSF8C5P","conferencePaper","2024","Harman, Mark","The Role of Software Measurement in Assured LLM-Based Software Engineering","Proceedings of the 28th International Conference on Evaluation and Assessment in Software Engineering","979-8-4007-1701-7","","10.1145/3661167.3661269","https://doi.org/10.1145/3661167.3661269","Assured Large Language Model Software Engineering (Assured LLMSE) addresses the twin challenges: 1. Ensuring LLM-generated code does not regress the properties of the original code 2. Quantifying the improvement over the original archived by the improve code in a verifiable and measurable way. In so doing, the Assured LLMSE approach tackles the problem of LLMs’ tendency to hallucinate, as well as providing confidence that generated code improves an existing code base. Software testing and measurement play critical roles in this improvement process: testing is the guard against regression, while measurement provides the quantifiable assurance of improvement. Assured LLMSE takes its inspiration from previous work on genetic improvement, for which software measurement also plays a central role. In this keynote we outline the Assured LLMSE approach, highlighting the role of software measurement in the provision of quantifiable, verifiable assurances for code that originates from LLM–based inference. This paper is an outline of the content of the keynote by Mark Harman at the 28th International Conference on Evaluation and Assessment in Software Engineering. This is joint work with Nadia Alshahwan, Andrea Aquino, Jubin Chheda, Anastasia Finegenova, Inna Harper, Mitya Lyubarskiy, Neil Maiden, Alexander Mols, Shubho Sengupta, Rotem Tal, Alexandru Marginean, and Eddy Wang.","2024","2025-11-25 22:29:42","2025-11-25 22:29:42","","4","","","","","","","EASE '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Salerno, Italy","","","","Large Language Models (LLMs); Automated Code Generation; CodeLlama; Genetic Improvement (GI); Llama; Search Based Software Engineering (SBSE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UT9UIXBP","conferencePaper","2024","Bo, Lili; Ji, Wangjie; Sun, Xiaobing; Zhang, Ting; Wu, Xiaoxue; Wei, Ying","ChatBR: Automated assessment and improvement of bug report quality using ChatGPT","Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering","979-8-4007-1248-7","","10.1145/3691620.3695518","https://doi.org/10.1145/3691620.3695518","Bug reports, containing crucial information such as the Observed Behavior (OB), the Expected Behavior (EB), and the Steps to Reproduce (S2R), can help developers localize and fix bugs efficiently. However, due to the increasing complexity of some bugs and the limited experience of some reporters, large numbers of bug reports miss this crucial information. Although machine learning (ML)-based and information retrieval (IR)-based approaches are proposed to detect and supplement the missing information in bug reports, the performance of these approaches depends heavily on the size and quality of bug report datasets.In this paper, we present ChatBR, an approach for automated assessment and improvement of bug report quality using ChatGPT. First, we fine-tune a BERT model using manually annotated bug reports to create a sentence-level multi-label classifier to assess the quality of bug reports by detecting whether existing OB, EB, and S2R. Then, we use ChatGPT in a zero-shot setup to generate missing information (OB, EB, and S2R) to improve the quality of bug reports. Finally, the output of ChatGPT are fed back into the classifier for verification until ChatGPT generates the missing information. Experimental results show that, in the task of detecting missing information in bug reports, ChatBR outperforms the state-of-the-art methods by 25.38%-29.20% in terms of precision. In the task of generating missing information in bug reports, ChatBR can achieve an average of 84.10% in terms of semantic similarity of the generated information and original information across six different projects. Furthermore, ChatBR can generate more than 99.9% of high-quality bug reports (i.e., bug reports that are full of OB, EB, and S2R) within five queries to ChatGPT.","2024","2025-11-25 22:29:42","2025-11-25 22:29:42","","1472–1483","","","","","","","ASE '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Sacramento, CA, USA","","","","ChatGPT; large language models; bug report; pre-trained models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUXP7W5S","conferencePaper","2023","Wei, Yuxiang; Xia, Chunqiu Steven; Zhang, Lingming","Copiloting the Copilots: Fusing Large Language Models with Completion Engines for Automated Program Repair","Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering","979-8-4007-0327-0","","10.1145/3611643.3616271","https://doi.org/10.1145/3611643.3616271","During Automated Program Repair (APR), it can be challenging&nbsp;to synthesize correct patches for real-world systems in general-purpose programming languages. Recent Large Language Models&nbsp;(LLMs) have been shown to be helpful “copilots” in assisting developers with various coding tasks, and have also been directly&nbsp;applied for patch synthesis. However, most LLMs treat programs as&nbsp;sequences of tokens, meaning that they are ignorant of the underlying semantics constraints of the target programming language. This&nbsp;results in plenty of statically invalid generated patches, impeding&nbsp;the practicality of the technique. Therefore, we propose Repilot,&nbsp;a framework to further copilot the AI “copilots” (i.e., LLMs) by&nbsp;synthesizing more valid patches during the repair process. Our key&nbsp;insight is that many LLMs produce outputs autoregressively (i.e.,&nbsp;token by token), resembling human writing programs, which can&nbsp;be significantly boosted and guided through a Completion Engine.&nbsp;Repilot synergistically synthesizes a candidate patch through the&nbsp;interaction between an LLM and a Completion Engine, which 1)&nbsp;prunes away infeasible tokens suggested by the LLM and 2) proactively completes the token based on the suggestions provided by the&nbsp;Completion Engine. Our evaluation on a subset of the widely-used&nbsp;Defects4j 1.2 and 2.0 datasets shows that Repilot fixes 66 and 50&nbsp;bugs, respectively, surpassing the best-performing baseline by 14&nbsp;and 16 bugs fixed. More&nbsp;importantly, Repilot is capable of producing more valid and correct patches than the base LLM when given&nbsp;the same generation budget.","2023","2025-11-25 22:29:42","2025-11-25 22:29:42","","172–184","","","","","","","ESEC/FSE 2023","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: San Francisco, CA, USA","","","","Large Language Model; Program Repair; Completion Engine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
