"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SYIDMU33","conferencePaper","2024","Chen, Tianyi; Jiang, Yanjie; Fan, Fu; Liu, Bo; Liu, Hui","A Position-Aware Approach to Decomposing God Classes","Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering","979-8-4007-1248-7","","10.1145/3691620.3694992","https://doi.org/10.1145/3691620.3694992","God classes are widely recognized as code smells, significantly impairing the maintainability and readability of source code. However, resolving the identified God classes remains a formidable challenge, and we still lack automated and accurate tools to resolve God classes automatically. To this end, in this paper, we propose a novel approach (called ClassSplitter) to decompose God classes. The key observation behind the proposed approach is that software entities (i.e., methods and fields) that are physically adjacent often have strong semantic correlations and thus have a great chance of being classified into the same class during God class deposition. We validate this hypothesis by analyzing 54 God class decomposition refactorings actually conducted in the wild. According to the observation, we measure the similarity between software entities by exploiting not only traditional code metrics but also their relative physical positions. Based on the similarity, we customize a clustering algorithm to classify the methods within a given God class, and each of the resulting clusters is taken as a new class. Finally, ClassSplitter allocates the fields of the God class to the new classes according to the field-access-based coupling between fields and classes. We evaluate ClassSplitter using 133 real-world God classes from open-source applications. Our evaluation results suggest that ClassSplitter could substantially improve the state of the art in God class decomposition, improving the average MoJoFM by 47%. Manual evaluation also confirmed that in most cases (77%) the solutions suggested by ClassSplitter were preferred by developers to alternatives suggested by the state-of-the-art baseline approach.","2024","2025-11-25 22:29:50","2025-11-25 22:29:50","","129–140","","","","","","","ASE '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Sacramento, CA, USA","","","","large language model; code smells; god class; software refactoring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGG92Q2Z","conferencePaper","2024","Kulsum, Ummay; Zhu, Haotian; Xu, Bowen; d'Amorim, Marcelo","A Case Study of LLM for Automated Vulnerability Repair: Assessing Impact of Reasoning and Patch Validation Feedback","Proceedings of the 1st ACM International Conference on AI-Powered Software","979-8-4007-0685-1","","10.1145/3664646.3664770","https://doi.org/10.1145/3664646.3664770","Recent work in automated program repair (APR) proposes the use of reasoning and patch validation feedback to reduce the semantic gap between the LLMs and the code under analysis. The idea has been shown to perform well for general APR, but its effectiveness in other particular contexts remains underexplored. In this work, we assess the impact of reasoning and patch validation feedback to LLMs in the context of vulnerability repair, an important and challenging task in security. To support the evaluation, we present VRpilot, an LLM-based vulnerability repair technique based on reasoning and patch validation feedback. VRpilot (1) uses a chain-of-thought prompt to reason about a vulnerability prior to generating patch candidates and (2) iteratively refines prompts according to the output of external tools (e.g., compiler, code sanitizers, test suite, etc.) on previously generated patches. To evaluate performance, we compare VRpilot against the state-of-the-art vulnerability repair techniques for C and Java using public datasets from the literature. Our results show that VRpilot generates, on average, 14% and 7.6% more correct patches than the baseline techniques on C and Java, respectively. We show, through an ablation study, that reasoning and patch validation feedback are critical. We report several lessons from this study and potential directions for advancing LLM-empowered vulnerability repair.","2024","2025-11-25 22:29:53","2025-11-25 22:29:53","","103–111","","","","","","","AIware 2024","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Porto de Galinhas, Brazil","","","","Large Language Models; Automated Vulnerability Repair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EKQL9EWF","conferencePaper","2024","Khajezade, Mohamad; Wu, Jie JW; Fard, Fatemeh Hendijani; Rodriguez-Perez, Gema; Shehata, Mohamed Sami","Investigating the Efficacy of Large Language Models for Code Clone Detection","Proceedings of the 32nd IEEE/ACM International Conference on Program Comprehension","979-8-4007-0586-1","","10.1145/3643916.3645030","https://doi.org/10.1145/3643916.3645030","Large Language Models (LLMs) have demonstrated remarkable success in various natural language processing and software engineering tasks, such as code generation. The LLMs are mainly utilized in the prompt-based zero/few-shot paradigm to guide the model in accomplishing the task. GPT-based models are one of the popular ones studied for tasks such as code comment generation or test generation. These tasks are 'generative' tasks. However, there is limited research on the usage of LLMs for 'non-generative' tasks such as classification using the prompt-based paradigm. In this preliminary exploratory study, we investigated the applicability of LLMs for Code Clone Detection (CCD), a non-generative task. By building a mono-lingual and cross-lingual CCD dataset derived from CodeNet, we first investigated two different prompts using ChatGPT to detect Type-4 code clones in Java-Java and Java-Ruby pairs in a zero-shot setting. We then conducted an analysis to understand the strengths and weaknesses of ChatGPT in CCD. ChatGPT surpasses the baselines in cross-language CCD attaining an F1-score of 0.877 and achieves comparable performance to fully fine-tuned models for mono-lingual CCD, with an F1-score of 0.878. Also, the prompt and the difficulty level of the problems has an impact on the performance of ChatGPT. Finally, we provide insights and future directions based on our initial analysis1.","2024","2025-11-25 22:30:01","2025-11-25 22:47:28","","161–165","","","","","","","ICPC '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Lisbon, Portugal","","","","Buildings; Charge coupled devices; Chatbots; Cloning; code clone detection; Code Clone Detection; Codes; Data models; few-shot learning; Few-shot Learning; large language models; Large Language Models; Test pattern generators; zero-shot learning; Zero-shot Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJ2TNNFX","conferencePaper","2023","Jain, Ridhi; Gervasoni, Nicole; Ndhlovu, Mthandazo; Rawat, Sanjay","A Code Centric Evaluation of C/C++ Vulnerability Datasets for Deep Learning Based Vulnerability Detection Techniques","Proceedings of the 16th Innovations in Software Engineering Conference","979-8-4007-0064-4","","10.1145/3578527.3578530","https://doi.org/10.1145/3578527.3578530","Recent years have witnessed tremendous progress in NLP-based code comprehension via deep neural networks (DNN) learning, especially Large Language Models (LLMs). While the original application of LLMs is focused on code generation, there have been attempts to extend the application to more specialized tasks, like code similarity, author attribution, code repairs, and so on. As data plays an important role in the success of any machine learning approach, researchers have also proposed several benchmarks which are coupled with a specific task at hand. It is well known in the machine learning (ML) community that the presence of biases in the dataset affects the quality of the ML algorithm in a real-world scenario. This paper evaluates several existing datasets from DNN’s application perspective. We specifically focus on training datasets of C/C++ language code. Our choice of language stems from the fact that while LLM-based techniques have been applied and evaluated on programming languages like Python, JavaScript, and Ruby, there is not much LLM research for C/C++. As a result, datasets generated synthetically or from real-world codes are in individual research work. Consequently, in the absence of a uniform dataset, such works are hard to compare with each other. In this work, we aim to achieve two main objectives– 1. propose code-centric features that are relevant to security program analysis tasks like vulnerability detection; 2. a thorough (qualitative and quantitative) examination of the existing code datasets that demonstrate the main characteristics of the individual datasets to have a clear comparison. Our evaluation finds exciting facts about existing datasets highlighting gaps that need to be addressed.","2023","2025-11-25 22:30:03","2025-11-25 22:30:03","","","","","","","","","ISEC '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Allahabad, India","","","","datasets; program graphs; software metrics; software vulnerability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASAM4PXE","conferencePaper","2025","Wei, Wei","Static Analysis and LLM for Comprehensive Java Unit Test Generation","2025 8th International Conference on Advanced Electronic Materials, Computers and Software Engineering (AEMCSE)","","","10.1109/AEMCSE65292.2025.11042526","","Software testing is crucial in ensuring the reliability and correctness of software applications. However, generating comprehensive test cases manually can be time-consuming and error-prone. This paper introduces SAGEN, a tool designed to automate Java unit test generation by leveraging static analysis of Syntax Trees (AST) and large language models (LLMs). SAGEN identifies literal values and their ranges, generating test cases that improve coverage and quality. In our experiments, SAGEN outperforms traditional test case generation tools such as EvoSuite and Randoop. It demonstrates a 10 % improvement in code coverage and a 13 % enhancement in test case quality. Furthermore, SAGEN achieves a compile pass rate of 89.7 %, proving its effectiveness in producing both high-quality and reliable test cases.","2025-05","2025-11-25 22:33:23","2025-11-25 22:33:23","","87-92","","","","","","","","","","","","","","","","","","","","","","","","Large language models; software testing; Software testing; test case generation; Test pattern generators; Java; Java unit testing; LLM; Manuals; Software; Software engineering; Software reliability; static analysis; Static analysis; Syntactics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZNJAW8A4","conferencePaper","2025","Nan, Zifan; Guo, Zhaoqiang; Liu, Kui; Xia, Xin","Test Intention Guided LLM-Based Unit Test Generation","2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE)","","","10.1109/ICSE55347.2025.00243","","The emergence of Large Language Models (LLMs) has accelerated the progress of intelligent software engineering technologies, which brings promising possibilities for unit test generation. However, existing approaches for unit tests directly generated from Large Language Models (LLMs) often prove impractical due to their low coverage and insufficient mocking capabilities. This paper proposes IntUT, a novel approach that utilizes explicit test intentions (e.g., test inputs, mock behaviors, and expected results) to effectively guide the LLM to generate high-quality test cases. Our experimental results on three industry Java projects and live study demonstrate that prompting LLM with test intention can generate high-quality test cases for developers. Specifically, it achieves the improvements on branch coverage by 94 % and line coverage by 49 %. Finally, we obtain developers' feedback on using IntUT to generate cases for three new Java projects, achieving over 80 % line coverage and 30 % efficiency improvement on writing unit test cases.","2025-04","2025-11-25 22:37:02","2025-11-25 22:37:02","","1026-1038","","","","","","","","","","","","","","","","","","","","ISSN: 1558-1225","","","","Large language models; Test pattern generators; Java; LLM; Software engineering; Industries; Life estimation; unit test generation; program analysis; mocking; test intention","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HGQRQXH","conferencePaper","2025","Rawson, Jessica; Reddivari, Sandeep","A ChatGPT-Powered Tool for Automating Context-Aware Acceptance Criteria Generation for User Stories","2025 IEEE International Conference on Information Reuse and Integration and Data Science (IRI)","","","10.1109/IRI66576.2025.00067","","There has been a growing interest in using Natural Language Processing (NLP), such as OpenAI's ChatGPT for software engineering tasks, including requirements engineering (RE), software design, and software testing. This paper covers a practical implementation of a ChatGPT-powered prompt engineering framework designed to generate context-specific acceptance criteria for user stories. The tool automates each stage of the framework—preprocessing contextual information and generating the final tailored acceptance criteria. We outline the design and implementation of the tool in this paper and its effectiveness through two repositories. This work demonstrates the potential of large language models (LLMs) to reduce the manual effort involved in RE, streamline development workflows, and minimize rework-related costs in agile software projects.","2025-08","2025-11-25 22:37:03","2025-11-25 22:37:03","","325-330","","","","","","","","","","","","","","","","","","","","ISSN: 2835-5776","","","","Large language models; Software testing; Manuals; Software engineering; Chatbots; ChatGPT; Prompt engineering; Requirements Engineering; Artificial Intelligence; Prompt Engineering; Acceptance Criteria; Data science; Requirements engineering; Rough surfaces; Software design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KG4H66JQ","conferencePaper","2025","Treviğno-Villalobos, Marlen; Quesada-López, Christian; Jiménez-Delgado, Efrén; Quirós-Oviedo, Rocío; Díaz-Oreiro, Ignacio","A Comparative Evaluation of ChatGPT, DeepSeek and Gemini in Automatic Unit Test Generation: a Success Rate Analysis","2025 IEEE VIII Congreso Internacional en Inteligencia Ambiental, Ingenieria de Software y Salud Electronica y Movil (AmITIC)","","","10.1109/AmITIC68284.2025.11214621","","The advancement of large-scale language models (LLMs) has opened up new possibilities for automating unit test generation, a traditionally manual and expensive task. This quantitative study evaluates the performance of three LLMs-ChatGPT 4o mini, DeepSeek v3, and Gemini 2.5 Flash Pro-in generating test cases for methods in C# developed in Unity. The execution success rate of the generated tests was measured using real and synthetic data. The synthetic data was intentionally created to represent common structures, while the real data came from existing project functions. The experimental design was controlled and included the factors LLM and data type and the blocks cyclomatic complexity and contextual memory with four replicates per combination, for a total of 96 experimental treatments. The results show that LLMs have a high potential to support the automatic generation of unit tests. Furthermore, it was evidenced that the choice of model has a significant effect on the success rate of the generated tests. These findings provide useful initial evidence to guide the selection and use of LLMs in test automation processes within software development environments","2025-09","2025-11-25 22:37:23","2025-11-25 22:37:23","","1-8","","","","","","","","","","","","","","","","","","","","","","","","Test pattern generators; LLM; Manuals; Software; Chatbots; Software development management; unit testing; automatic testing; Computational modeling; C# languages; Indexes; Monitoring; prompt; Synthetic data; Unity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UT86JM3D","conferencePaper","2025","Olianas, Dario; Leotta, Maurizio; Ricca, Filippo","Leveraging Large Language Models for Explicit Wait Management in End-to-End Web Testing","2025 IEEE Conference on Software Testing, Verification and Validation (ICST)","","","10.1109/ICST62969.2025.10988981","","End-to-end (E2E) testing is an approach in which an application is automatically tested through scripts that simulate the actions a user would perform. Properly managing asynchronous interactions is crucial in this approach to avoid test failures and flakiness. In the Selenium WebDriver framework, this is typically addressed by using thread sleeps (which pause the test for a fixed time) or explicit waits (function calls that pause the test execution until a specified condition is met). Explicit waits require the selection of both a condition to wait for (e.g., element visibility, element clickability) and an element on which that condition applies. Since thread sleeps are unreliable and replacing them with appropriate explicit waits is a time consuming task, in this work, we leverage a Large Language Model (LLM) to assist testers in selecting the most appropriate explicit waits. We defined a structured procedure (a series of prompts) for engaging with the LLM and validated this approach empirically on three test suites affected by asynchronous waiting issues, as well as on 12 synthetic examples. Additionally, we compared our approach with SleepReplacer, the current state-of-the-art tool for replacing thread sleeps with explicit waits in E2E web test suites. The results show that the LLM-based approach can automatically replace the majority of thread sleeps in a test suite on the first attempt, outperforming SleepReplacer.","2025-03","2025-11-25 22:37:39","2025-11-25 22:37:39","","577-581","","","","","","","","","","","","","","","","","","","","ISSN: 2159-4848","","","","Artificial Intelligence; End-to-end; Flak-iness; Large language models; LLM; Selenium; Selenium WebDriver; Software testing; Testing; Waiting Strategies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBL44SZV","conferencePaper","2025","Xie, Wei; Qian, Jian; Li, Yangdi; Huang, Jianye; Zheng, Yanrong; Liu, Yanan","A Method for Intelligent Optimization Algorithms to Automatically Generate LLM Test Data","2025 5th Asia-Pacific Conference on Communications Technology and Computer Science (ACCTCS)","","","10.1109/ACCTCS66275.2025.00047","","As AI products become more and more complex, traditional methods of manual test data generation are facing problems such as high cost, low efficiency, and insufficient test coverage, which affect the quality and stability of products. In order to solve the above problems, this paper proposes a method for automatic generation of AI (LLM) test data by intelligent optimization algorithm, and applies it to practical cases to carry out more detailed research. Experiments show that after a company introduces an intelligent optimization algorithm to automatically generate AI test data, based on this method, the test data generation time of its software has been reduced from 80.16 hours to 20.25 hours. And at the same time, the test coverage has increased from 60.32 % to 95.10 %, and the defect discovery rate has also increased from 65.51 % to 90.17 %. It can be seen that this method can significantly improve the test efficiency, optimize the test cost, and enhance the stability and quality of the software. It has been proved that intelligent optimization algorithms can be reasonably applied to automatically generate software test data, and then form a reliable method to provide enterprises with more accurate and efficient software testing solutions, and provide other companies with valuable optimization experience.","2025-04","2025-11-25 22:37:39","2025-11-25 22:37:39","","230-234","","","","","","","","","","","","","","","","","","","","","","","","Artificial intelligence; Automatically generated; Companies; Costs; Data collection; intelligent optimization algorithm; Methods for automatic generation of AI test data; Optimization; Software; Software algorithms; Software quality; Software reliability; Software testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GFSXV3HK","conferencePaper","2025","Biagiola, Matteo; Ghislotti, Gianluca; Tonella, Paolo","Improving the Readability of Automatically Generated Tests Using Large Language Models","2025 IEEE Conference on Software Testing, Verification and Validation (ICST)","","","10.1109/ICST62969.2025.10989020","","Search-based test generators are effective at producing unit tests with high coverage. However, such automatically generated tests have no meaningful test and variable names, making them hard to understand and interpret by developers. On the other hand, large language models (LLMs) can generate highly readable test cases, but they are not able to match the effectiveness of search-based generators, in terms of achieved code coverage. In this paper, we propose to combine the effectiveness of search-based generators with the readability of LLM generated tests. Our approach focuses on improving test and variable names produced by search-based tools, while keeping their semantics (i.e., their coverage) unchanged. Our evaluation on nine industrial and open source LLMs show that our readability improvement transformations are overall semantically-preserving and stable across multiple repetitions. Moreover, a human study with ten professional developers, show that our LLM-improved tests are as readable as developer-written tests, regardless of the LLM employed.","2025-03","2025-11-25 22:37:39","2025-11-25 22:37:39","","162-173","","","","","","","","","","","","","","","","","","","","ISSN: 2159-4848","","","","Codes; Generators; Hands; Large language models; Large Language Models; Readability; Semantics; Software testing; Software Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S9WQB9HZ","journalArticle","2025","Deng, Yao; Tu, Zhi; Yao, Jiaohong; Zhang, Mengshi; Zhang, Tianyi; Zheng, Xi","TARGET: Traffic Rule-Based Test Generation for Autonomous Driving via Validated LLM-Guided Knowledge Extraction","IEEE Transactions on Software Engineering","","1939-3520","10.1109/TSE.2025.3569086","","Recent incidents with autonomous vehicles highlight the need for rigorous testing to ensure safety and robustness. Constructing test scenarios for autonomous driving systems (ADSs), however, is labor-intensive. We propose TARGET, an end-to-end framework that automatically generates test scenarios from traffic rules. To address complexity, we leverage a Large Language Model (LLM) to extract knowledge from traffic rules. To mitigate hallucinations caused by large context during input processing, we introduce a domain-specific language (DSL) designed to be syntactically simple and compositional. This design allows the LLM to learn and generate test scenarios in a modular manner while enabling syntactic and semantic validation for each component. Based on these validated representations, TARGET synthesizes executable scripts to render scenarios in simulation. Evaluated seven ADSs with 284 scenarios derived from 54 traffic rules, TARGET uncovered 610 rule violations, collisions, and other issues. For each violation, TARGET generates scenario recordings and detailed logs, aiding root cause analysis. Two identified issues were confirmed by ADS developers: one linked to an existing bug report and the other to limited ADS functionality.","2025-07","2025-11-25 22:37:39","2025-11-25 22:37:39","","1950-1968","","7","51","","","","","","","","","","","","","","","","","","","","","autonomous driving system testing; Autonomous vehicles; Data mining; DSL; LLM; Meteorology; Roads; Scenario generation; scenario-based testing; Semantics; Syntactics; Test generation; Test pattern generators; Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WVQA7J8H","conferencePaper","2025","Maybury, Mark; Forrest, Greg; O'Donnell, Donna","Lockheed Martin AI Factory: Generative AI and MLOps for Engineering, Enterprise and Edge","2025 IEEE International Conference on AI and Data Analytics (ICAD)","","","10.1109/ICAD65464.2025.11114065","","This article reports on the rapid creation and deployment at scale of hundreds of Large Language Model (LLM) applications, highlighting several across enterprise, engineering and edge use cases. This outcome was accelerated by the creation of an open architecture, secure and scalable generative AI Factory. An extensible platform, AI Factory empowers thousands of developers and over 50,000 end users across a diverse set of data types and use cases throughout our global enterprise. This evolvable approach reveals how to affordably deploy generative AI to create value securely at scale.","2025-06","2025-11-25 22:37:39","2025-11-25 22:37:39","","1-7","","","","","","","","","","","","","","","","","","","","","","","","AI Factory; Data analysis; Generative AI; Large language models; LLMs; Production facilities; scale; security; Security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJG567VW","conferencePaper","2025","Isaku, Erblin; Laaber, Christoph; Sartaj, Hassan; Ali, Shaukat; Schwitalla, Thomas; Nygård, Jan F.","LLMs in the Heart of Differential Testing: A Case Study on a Medical Rule Engine","2025 IEEE Conference on Software Testing, Verification and Validation (ICST)","","","10.1109/ICST62969.2025.10989025","","The Cancer Registry of Norway (CRN) uses an automated cancer registration support system (CaReSS) to support core cancer registry activities, i.e., data capture, data curation, and producing data products and statistics for various stakeholders. GURI is a core component of CaReSS, which is responsible for validating incoming data with medical rules. Such medical rules are manually implemented by medical experts based on medical standards, regulations, and research. Since large language models (LLMs) have been trained on a large amount of public information, including these documents, they can be employed to generate tests for GURI. Thus, we propose an LLM-based test generation and differential testing approach (LLMeDiff) to test GURI. We experimented with four different LLMs, two medical rule engine implementations, and 58 real medical rules to investigate the hallucination, success, time efficiency, and robustness of the LLMs to generate tests, and these tests' ability to find potential issues in GURI. Our results showed that GPT-3.5 hallucinates the least, is the most successful, and is generally the most robust; however, it has the worst time efficiency. Our differential testing revealed 22 medical rules where implementation inconsistencies were discovered (e.g., regarding handling rule versions). Finally, we provide insights for practitioners and researchers based on the results.","2025-03","2025-11-25 22:37:40","2025-11-25 22:37:40","","429-440","","","","","","","","","","","","","","","","","","","","ISSN: 2159-4848","","","","Automated Software Testing; Cancer; Differential Testing; Electronic Health Records; Engines; Large language models; Large Language Models; Medical Rules; Regulation; Robustness; Software testing; Stakeholders; Standards; Test Generation; Test pattern generators; Web services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QESEKL63","conferencePaper","2024","Couder, Juan Ortiz; Gomez, Dawson; Ochoa, Omar","Requirements Verification Through the Analysis of Source Code by Large Language Models","SoutheastCon 2024","","","10.1109/SoutheastCon52093.2024.10500073","","In the most recent years, Large Language Models (LLMs) have gained popularity and have been accepted and used in different domains due to their ability to understand and generate written language. LLMs allow us to analyze large amounts of data in a few moments, yet they are also extremely simple to use, making them a very powerful assistive tool that can aid in a wide range of tasks; from planning a family trip, to aid during the development process of a huge system. For software developers, LLMs have been mostly used for code generation, explanation, or optimization. Software verification is a crucial part of software development as it is the process of ensuring that a system meets specific requirements. Requirements specifications play a pivotal role in software verification as they define what a system should do. In this paper we propose the use of LLMs for code verification through the analysis of requirements specifications. We prove that LLMs, such as GPT-3.5, can verify a list of requirements through a given code and evaluate why the requirements have or have not been met.","2024-03","2025-11-25 22:37:40","2025-11-25 22:37:40","","75-80","","","","","","","","","","","","","","","","","","","","ISSN: 1558-058X","","","","ChatGPT; Codes; GPT-3.5; Large Language Model; Mathematical models; Planning; Robustness; Software; Software design; Software Engineering; Software Requirements; Source coding; Verification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TRZUINF","conferencePaper","2025","Yoon, Juyeon; Kim, Seah; Kim, Somin; Jung, Sukchul; Yoo, Shin","Integrating LLM-Based Text Generation with Dynamic Context Retrieval for GUI Testing","2025 IEEE Conference on Software Testing, Verification and Validation (ICST)","","","10.1109/ICST62969.2025.10989041","","Automated GUI testing plays a crucial role for smartphone vendors who have to ensure that the widely used mobile apps-that are not essentially developed by the vendors-are compatible with new devices and system updates. While existing testing techniques can automatically generate event sequences to reach different GUI views, inputs such as strings and numbers remain difficult to generate, as their generation often involves semantic understanding of the app functionality. Recently, Large Language Models (LLMs) have been successfully adopted to generate string inputs that are semantically relevant to the test case. This paper evaluates the LLM-based input generation in the industrial context of vendor testing of both in-house and 3rd party mobile apps. We present DROIDFILLER, an LLM based input generation technique that builds upon existing work with more sophisticated prompt engineering and customisable context retrieval. DROIDFILLER is empirically evaluated using a total of 120 textfields collected from a total of 45 apps, including both in-house and 3rd party ones. The results show that DROIDFILLER can outperform both vanilla LLM based input generation as well as the existing resource pool approach. We integrate DROIDFILLER into the existing GUI testing framework used at Samsung, evaluate its performance, and discuss the challenges and considerations for practical adoption of LLM-based input generation in the industry.","2025-03","2025-11-25 22:37:40","2025-11-25 22:37:40","","394-405","","","","","","","","","","","","","","","","","","","","ISSN: 2159-4848","","","","Accuracy; Automation; Graphical user interfaces; GUI Testing; Industries; Large language models; Large Language Models; Mobile applications; Prompt engineering; Semantics; Software testing; Test Automation; Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26IICWM4","conferencePaper","2025","Barboni, Morena; Lampa, Filippo; Morichetta, Andrea; Polini, Andrea; Zulkoski, Edward","Mutant-Driven Test Generation for Ethereum Smart Contracts via LLMs","2025 IEEE International Conference on Artificial Intelligence Testing (AITest)","","","10.1109/AITest66680.2025.00033","","Bugs in Solidity smart contracts caused millions of dollars in losses in the past year alone. Mutation testing can expose weaknesses in test suites that simpler coverage metrics often miss, but the effort required to generate test cases for live mutants remains a major barrier to adoption. To address this, we present Alchemist, a framework that generates test cases from Solidity mutants via LLMs. Alchemist incorporates the scientific method into its test generation process, enabling the systematic refinement of test cases through hypotheses. Evaluation on Solidity projects demonstrates that this method improves test quality over direct prompting while reducing developer effort.","2025-07","2025-11-25 22:37:40","2025-11-25 22:37:40","","209-216","","","","","","","","","","","","","","","","","","","","ISSN: 2835-3560","","","","Blockchains; Computer bugs; Ethereum; Large Language Model; Large language models; Measurement; Mutation Testing; Smart Contract; Smart contracts; Solidity; Systematics; Test Generation; Test pattern generators; Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6682HFJG","conferencePaper","2024","Molina, Facundo; Copia, Juan Manuel; Gorla, Alessandra","Improving Patch Correctness Analysis via Random Testing and Large Language Models","2024 IEEE Conference on Software Testing, Verification and Validation (ICST)","","","10.1109/ICST60714.2024.00036","","Patch correctness assessment represents a crucial step in the patch validation process, with the potential to enhance the practical adoption of automated program repair (APR) techniques and substantially reduce validation costs. While some automated techniques have been proposed for assessing patch correctness, they primarily focus on either ranking patches based on their likelihood of being correct or classifying them as correct or incorrect without offering any further explanatory information. In this paper, we introduce FIXCHECK, a novel approach that combines random testing and large language models to automatically generate fault-revealing tests for potentially incorrect patches. To achieve this, FIXCHECK employs a two-fold process: Firstly, a random testing procedure generates a comprehensive set of test cases. Secondly, a large language model is utilized to derive meaningful assertions for each test case. Additionally, FIXCHECK incorporates a selection and prioritization mechanism, which evaluates the generated tests executed on the patched program and discards or ranks them based on their likelihood of revealing faults in the patch. To assess the effectiveness of our approach, we conducted evaluations on a benchmark comprising 160 patches, encompassing both patches created by developers and patches generated by APR tools. The results demonstrate that FIXCHECK effectively generates fault-revealing tests for 62 % of incorrect patches written by developers, with a high level of confidence. Furthermore, it complements existing patch correctness assessment techniques by providing fault-revealing tests for up to 50% of the incorrect patches identified by state-of-the-art techniques.","2024-05","2025-11-25 22:37:40","2025-11-25 22:37:40","","317-328","","","","","","","","","","","","","","","","","","","","ISSN: 2159-4848","","","","Analytical models; Benchmark testing; Costs; Fault diagnosis; Large language models; Large Language Models; Maintenance engineering; Patch Correctness Assessment; Random Testing; Software testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
